rs3809630	rs1113232	rs145322388	rs28670302	rs75957286	rs28679372	rs77019387	rs117298895	rs111402573	rs7198357	rs149916398	rs13333801	rs7196076	rs13331205	rs149330745	rs111315946	rs6499144	rs77239764	rs150378217	rs8058310	rs8057986	rs1124324	rs117878082	rs1123072	rs140479794	rs13334918	rs2271293	rs2271294	rs117600022	rs11553287	rs76649027	rs138060188	rs56374641	rs117875362	rs147343788	rs8060686	rs8061384	rs117539386	rs145920378	rs73594554	rs10468274	rs140117641	rs9936745	rs12448131	rs73594556	rs7196789	rs16942887	rs6499145	rs116906584	rs78572164
1.0000000000773903	-0.0759088611145593	-0.07590886111456117	-0.07868099216184732	0.34081496000059314	-0.08003658160929877	0.5676622098405433	-0.07590886111456041	0.4136944468626782	0.8479554045989945	-0.07590886111456044	-0.08003658160929883	0.9999999999773911	-0.08137323257115062	-0.07590886111456044	0.9942322283168945	-0.08003658160929879	0.4665333567567542	-0.0759088611145605	-0.08137323257115048	0.8479554045989944	-0.014295884992258106	0.999999999977391	0.5676622098405432	-0.08137323257115048	-0.07590886111456038	0.8272459110637096	0.9767630784310619	0.8272459110637095	0.567662209840543	0.8272459110637095	-0.07590886111456044	-0.07590886111456044	0.9767630784310618	-0.07590886111456044	-0.07590886111456044	0.8196263315504173	-0.08137323257115056	-0.07590886111456041	-0.07590886111456038	0.9767630784310619	0.8272459110637095	-0.07590886111456038	-0.08003658160929891	0.46653335675675417	0.9655053184633098	0.8207303977566461	0.9655053184633097	0.8196263315504173	-0.07590886111456041
-0.07590886111455933	1.000000000093336	0.9999999999933361	0.9647674619864433	-0.02587087546444932	0.9484270765724622	-0.04309059184676994	0.9999999999933352	-0.031403074310763765	0.428465351895294	0.999999999993335	0.9484270765724622	-0.07590886111455941	0.9328480473539391	0.9999999999933351	-0.07634922601841491	0.913110328486299	-0.035414015783357886	0.999999999993335	0.9328480473539392	0.42846535189529394	-0.023765865079932686	-0.07590886111455944	-0.0430905918467699	0.9328480473539392	0.999999999993335	0.42846535189529417	-0.07590886111455944	0.42846535189529417	-0.0430905918467699	0.4284653518952942	0.9999999999933351	0.9999999999933351	-0.07590886111455944	0.999999999993335	0.999999999993335	0.4245528628821144	0.9328480473539391	0.9999999999933352	0.999999999993335	-0.0759088611145595	0.42846535189529417	0.999999999993335	0.9484270765724621	-0.03541401578335788	-0.07678839455553575	0.43045299245612934	-0.07678839455553575	0.42455286288211447	0.9999999999933352
-0.07590886111456117	0.999999999993336	1.000000000093336	0.9647674619864444	-0.02587087546444929	0.9484270765724622	-0.04309059184677129	0.9999999999933351	-0.03140307431076523	0.4284653518952923	0.9999999999933349	0.9484270765724621	-0.0759088611145613	0.932848047353939	0.999999999993335	-0.0763492260184178	0.9131103284862995	-0.035414015783358385	0.999999999993335	0.9328480473539391	0.4284653518952922	-0.023765865079932256	-0.07590886111456134	-0.04309059184677122	0.9328480473539391	0.9999999999933349	0.4284653518952928	-0.07590886111456094	0.4284653518952928	-0.04309059184677122	0.4284653518952928	0.999999999993335	0.999999999993335	-0.075908861114561	0.9999999999933349	0.9999999999933349	0.4245528628821132	0.932848047353939	0.9999999999933351	0.9999999999933349	-0.07590886111456106	0.4284653518952928	0.9999999999933349	0.9484270765724621	-0.035414015783358385	-0.07678839455553715	0.43045299245612845	-0.0767883945555371	0.4245528628821132	0.9999999999933351
-0.07868099216184736	0.9647674619864433	0.9647674619864445	1.0	-0.026815659196447073	0.9488968217002052	-0.04466422588304094	0.964767461986443	-0.03254988953100251	0.44411256471387145	0.9647674619864429	0.9488968217002054	-0.07868099216184767	0.9669149138106472	0.9647674619864429	-0.0791374388406663	0.9488968217002054	-0.03670730738621898	0.9647674619864433	0.9669149138106471	0.44411256471387134	-0.024633775512079407	-0.07868099216184725	-0.04466422588304076	0.966914913810647	0.964767461986443	0.4441125647138715	-0.07868099216184744	0.44411256471387167	-0.04466422588304068	0.4441125647138714	0.9647674619864429	0.964767461986443	-0.0786809921618475	0.964767461986443	0.964767461986443	0.4400571947233427	0.966914913810647	0.9647674619864431	0.964767461986443	-0.07868099216184779	0.4441125647138716	0.9647674619864429	0.9488968217002048	-0.03670730738621864	-0.07959264546238969	0.4461727923222361	-0.07959264546238963	0.4400571947233424	0.9647674619864433
0.34081496000059314	-0.025870875464449314	-0.025870875464449276	-0.02681565919644708	1.0000000000000004	-0.027277664359757595	-0.0290642026718123	-0.025870875464449567	-0.021181081000966318	0.28899588730684506	-0.02587087546444954	-0.02727766435975768	0.3408149600005934	-0.027733215005202073	-0.025870875464449456	0.3388492171251234	-0.027277664359757568	-0.02388642364928269	-0.02587087546444965	-0.027733215005201924	0.28899588730684506	-0.016029854540182808	0.3408149600005934	-0.029064202671812537	-0.02773321500520202	-0.025870875464449456	0.2889958873068449	0.3408149600005931	0.28899588730684483	-0.029064202671812592	0.2889958873068449	-0.025870875464449498	-0.025870875464449373	0.34081496000059325	-0.025870875464449414	-0.02587087546444943	0.2863569499250003	-0.027733215005202004	-0.02587087546444936	-0.025870875464449387	0.340814960000593	0.288995887306845	-0.025870875464449262	-0.027277664359757637	-0.023886423649282822	0.33691126913375946	0.2633797597425515	0.3369112691337596	0.2863569499250004	-0.025870875464449317
-0.08003658160929877	0.9484270765724621	0.9484270765724621	0.948896821700205	-0.0272776643597576	1.000000000066667	-0.04543374278441778	0.9484270765724616	-0.03311068935763833	0.4517641498002477	0.9484270765724614	0.9999999999666671	-0.08003658160929886	0.9835738249114275	0.9484270765724615	-0.08050089237681483	0.96636641966544	-0.03733973508152191	0.9484270765724614	0.9835738249114278	0.45176414980024787	-0.025058189150209024	-0.08003658160929894	-0.0454337427844178	0.9835738249114276	0.9484270765724614	0.4517641498002476	-0.08003658160929905	0.45176414980024765	-0.04543374278441777	0.4517641498002476	0.9484270765724615	0.9484270765724615	-0.0800365816092991	0.9484270765724615	0.9484270765724615	0.44763891011675155	0.9835738249114275	0.9484270765724616	0.9484270765724614	-0.08003658160929905	0.45176414980024765	0.9484270765724615	0.9999999999666669	-0.037339735081521795	-0.08096394172237613	0.45385987292955754	-0.08096394172237624	0.44763891011675144	0.9484270765724616
0.5676622098405433	-0.04309059184676994	-0.043090591846771276	-0.044664225883040934	-0.029064202671812284	-0.045433742784417766	1.0000000000666678	-0.04309059184677055	-0.035279259008464424	0.4813522388311428	-0.04309059184677062	-0.04543374278441782	0.5676622098405432	-0.04619250902545034	-0.043090591846770596	0.5643880638210552	-0.04543374278441774	-0.039785284172724984	-0.04309059184677054	-0.04619250902545018	0.4813522388311427	-0.026699363935453045	0.5676622098405433	0.9999999999666677	-0.04619250902545021	-0.04309059184677054	0.48135223883114325	0.5676622098405435	0.4813522388311432	0.9999999999666677	0.4813522388311433	-0.043090591846770596	-0.04309059184677057	0.5676622098405434	-0.043090591846770596	-0.043090591846770596	0.4769568184370193	-0.04619250902545026	-0.04309059184677052	-0.04309059184677051	0.5676622098405434	0.4813522388311432	-0.04309059184677057	-0.04543374278441781	-0.03978528417272507	0.5611602130267955	0.4835852204006394	0.5611602130267956	0.47695681843701937	-0.043090591846770436
-0.0759088611145604	0.9999999999933351	0.9999999999933351	0.964767461986443	-0.025870875464449564	0.9484270765724617	-0.043090591846770526	1.0000000000933342	-0.03140307431076415	0.4284653518952927	0.9999999999933341	0.9484270765724617	-0.07590886111456054	0.9328480473539386	0.9999999999933341	-0.07634922601841687	0.9131103284862985	-0.035414015783358226	0.9999999999933341	0.9328480473539387	0.42846535189529267	-0.023765865079932655	-0.07590886111456056	-0.04309059184677049	0.9328480473539387	0.9999999999933341	0.42846535189529283	-0.07590886111456062	0.42846535189529283	-0.04309059184677049	0.42846535189529283	0.9999999999933341	0.9999999999933341	-0.07590886111456067	0.9999999999933341	0.9999999999933341	0.42455286288211364	0.9328480473539386	0.9999999999933342	0.9999999999933341	-0.07590886111456069	0.42846535189529283	0.9999999999933341	0.9484270765724616	-0.03541401578335819	-0.07678839455553638	0.4304529924561289	-0.07678839455553638	0.42455286288211364	0.9999999999933342
0.41369444686267826	-0.03140307431076378	-0.031403074310765236	-0.032549889531002525	-0.021181081000966304	-0.03311068935763833	-0.035279259008464355	-0.03140307431076418	1.0000000000000007	0.350794442077266	-0.031403074310764334	-0.03311068935763855	0.41369444686267853	-0.033663654439584335	-0.031403074310764084	0.4113083517466054	-0.03311068935763843	0.8867414106005165	-0.031403074310764084	-0.033663654439584266	0.35079444207726607	0.0511112710544772	0.41369444686267864	-0.03527925900846458	-0.03366365443958438	-0.03140307431076422	0.350794442077266	0.4136944468626782	0.35079444207726607	-0.03527925900846458	0.350794442077266	-0.03140307431076397	-0.03140307431076389	0.4136944468626784	-0.031403074310763945	-0.03140307431076397	0.3475911973004351	-0.03366365443958431	-0.03140307431076399	-0.03140307431076403	0.4136944468626783	0.35079444207726623	-0.03140307431076397	-0.03311068935763873	0.8867414106005166	0.40895599514132436	0.3524217691376792	0.4089559951413243	0.34759119730043525	-0.03140307431076399
0.8479554045989945	0.42846535189529394	0.4284653518952923	0.44411256471387145	0.2889958873068451	0.45176414980024776	0.4813522388311428	0.42846535189529267	0.350794442077266	1.0000000000803786	0.42846535189529267	0.45176414980024765	0.8479554045989952	0.45930883717283844	0.42846535189529256	0.8425639216360584	0.4517641498002476	0.39559948129602124	0.42846535189529256	0.4593088371728386	0.9999999999803785	-0.026290245521576765	0.8479554045989951	0.4813522388311427	0.45930883717283866	0.4284653518952927	0.9815430317622867	0.8272459110647299	0.9815430317622867	0.4813522388311427	0.9815430317622867	0.4284653518952926	0.4284653518952926	0.82724591106473	0.4284653518952926	0.4284653518952926	0.9725216456021278	0.4593088371728385	0.42846535189529267	0.42846535189529267	0.82724591106473	0.9815430317622866	0.42846535189529267	0.4517641498002476	0.39559948129602124	0.8167111966889133	0.9768693812957431	0.8167111966889133	0.972521645602128	0.4284653518952927
